Issues / Notes	Ontology ID	label	alternative label	Reported	term tracker item	entity type	created	parent class ID	parent class label	is about	is about label (for reference only)	definition	definition source	example of usage	contributor	curation status	editor note	comment	database cross reference	see also	english exact synonym	english broad synonym	english narrow synonym	english related synonym
	GENEPIO:0001438	prior SARS-CoV-2 antiviral treatment field	prior SARS-CoV-2 antiviral treatment	Yes			2021-04-24T00:42:14Z	GENEPIO:0100638	prior infection field	NCBITaxon:2697049	Severe acute respiratory syndrome coronavirus 2	A data field which describes whether there was prior Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) treatment with an antiviral agent.		Prior antiviral treatment [GENEPIO:0100037]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, provide infromation about whether the individual had a previous SARS-CoV-2 antiviral treatment. Select a value from the pick list.			prior SARS-CoV-2 antiviral treatment slot			
	GENEPIO:0001439	prior SARS-CoV-2 antiviral treatment agent field	prior SARS-CoV-2 antiviral treatment agent	Yes			2021-04-24T00:42:14Z	GENEPIO:0100638	prior infection field	NCBITaxon:2697049	Severe acute respiratory syndrome coronavirus 2	A data field which describes the name of the antiviral treatment agent administered during the prior Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection.		Remdesivir	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of the antiviral treatment agent administered during the most recent prior infection. If no treatment was administered, put .No treatment.. If multiple antiviral agents were administered, list them all separated by commas.			prior SARS-CoV-2 antiviral treatment agent slot			
	GENEPIO:0001440	prior SARS-CoV-2 antiviral treatment date field	prior SARS-CoV-2 antiviral treatment date	Yes			2021-04-24T00:42:14Z	GENEPIO:0100632|GENEPIO:0100638	date field|prior infection field	NCBITaxon:2697049	Severe acute respiratory syndrome coronavirus 2	A data field which describeds the date treatment was first administered during the prior Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection.		2021-01-28	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the date that the antiviral treatment agent was first administered during the most recenrt prior infection. Provide the prior SARS-CoV-2 treatment date in ISO 8601 standard format .YYYY-MM-DD..			prior SARS-CoV-2 antiviral treatment date slot			
	GENEPIO:0100532	prior Monkeypox infection field	prior Monkeypox infection	Yes			2021-04-24T00:42:14Z	GENEPIO:0100638	prior infection field	NCBITaxon:10244	Monkeypox virus	A data field which describes the absence or presence of a prior Monkeypox infection.		Prior infection	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, provide information about whether the individual had a previous Monkeypox infection. Select a value from the pick list.			prior Monkeypox infection slot			
	GENEPIO:0100533	prior Monkeypox infection date field	prior Monkeypox infection date	Yes			2021-04-24T00:42:14Z	GENEPIO:0100632|GENEPIO:0100638	date field|prior infection field	NCBITaxon:10244	Monkeypox virus	A data field which describes the date of diagnosis of the prior Monkeypox infection.		2022-06-20	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the date that the most recent prior infection was diagnosed. Provide the prior Monkeypox infection date in ISO 8601 standard format .YYYY-MM-DD..			prior Monkeypox infection date slot			
	GENEPIO:0100534	prior Monkeypox antiviral treatment field	prior Monkeypox antiviral treatment	Yes			2021-04-24T00:42:14Z	GENEPIO:0100638	prior infection field	NCBITaxon:10244	Monkeypox virus	A data field which describes the absence or presence of antiviral treatment for a prior Monkeypox infection.		Prior antiviral treatment	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, provide information about whether the individual had a previous Monkeypox antiviral treatment. Select a value from the pick list.			prior Monkeypox antiviral treatment slot			
	GENEPIO:0100535	prior antiviral treatment during prior Monkeypox infection field	prior antiviral treatment during prior Monkeypox infection	Yes			2021-04-24T00:42:14Z	GENEPIO:0100638	prior infection field	NCBITaxon:10244	Monkeypox virus	A data field which describes the antiviral treatment for any infection during the prior Moneypox infection period.		AZT was administered for HIV infection during the prior Monkeypox infection.	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a description of any antiviral treatment administered for viral infections (not including Monkeypox treatment) during the prior Monkeypox infection period. This field is meant to capture concurrent treatment information.			prior antiviral treatment during prior Monkeypox infection slot			
	GENEPIO:0100454	microbiological method field	microbiological method	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field	OMIT:0009882	Microbiological Techniques	A data field which describes the laboratory method used to grow, prepare, and/or isolate the microbial isolate.		MFHPB-30	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name and version number of the microbiological method. The ID of the method is also acceptable if the ID can be linked to the laboratory that created the procedure.			microbiological method slot			
	GENEPIO:0100455	strain field	strain	Yes			2021-04-24T00:42:14Z	GENEPIO:0100631	identifier field	GENEPIO:0001429	strain identifier	A data field which describes the strain identifier.		K12	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: A population or type of organisms that is genetically different from others of the same species and possessing a set of defined characteristics. If the isolate represents or is derived from, a lab reference strain or strain from a type culture collection, provide the strain identifier.			strain slot			
	GENEPIO:0100461	isolated by field	isolated by|isolated_by	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the name of the agency, organization or institution with which the individual who performed the isolation procedure is affiliated.		Public Health Agency of Canada (PHAC) [GENEPIO:0100551]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of the agency, organization or institution that isolated the original isolate in full (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.			isolated by slot			
	GENEPIO:0100462	isolated by laboratory name field	isolated by laboratory name|isolated_by_laboratory_name	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the specific laboratory affiliation of the individual who performed the isolation procedure.		Topp Lab	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of the specific laboratory that that isolated the original isolate (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.			isolated by laboratory name slot			
	GENEPIO:0100463	isolated by contact name field	isolated by contact name|isolated_by_contact_name	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the name or title of the contact responsible for follow-up regarding the isolate.		Enterics Lab Manager	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is prefereable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.			isolated by contact name slot			
	GENEPIO:0100464	isolated by contact email field	isolated by contact email|isolated_by_contact_email	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field	IAO:0000429	email address	A data field which describes the email address of the contact responsible for follow-up regarding the isolate.		enterics@lab.ca	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the email associated with the listed contact. As personnel turnover may render an individual's email obsolete, it is more prefereable to provide an address for a position or lab, to ensure accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.			isolated by contact email slot			
	GENEPIO:0100465	isolation date field	isolation date|isolation_date|isolate collection date	Yes			2021-04-24T00:42:14Z	GENEPIO:0100632	date field	GENEPIO:0000021	culture isolation date	A date field which describes the date on which the isolate was isolated from a sample.		2020-10-30	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the date according to the ISO 8601 standard .YYYY-MM-DD., .YYYY-MM. or .YYYY..			isolation date slot|isolate collection date field|isolate collection date slot			
	GENEPIO:0100466	isolate received date field	isolate received date|isolate_received_date	Yes			2021-04-24T00:42:14Z	GENEPIO:0100632	date field	GENEPIO:0000023	isolate received date	A date field which describes the date on which the isolate was received by the laboratory.		2020-11-15	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the date according to the ISO 8601 standard .YYYY-MM-DD., .YYYY-MM. or .YYYY..			isolate received date slot			
	GENEPIO:0100583	taxonomic identification process field	taxonomic identification process|taxonomic_identification_process	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field	BCO:0000042	taxonomic identification process	A data field which describes the type of planned process by which an organismal entity is associated with a taxon or taxa.		PCR assay [OBI:0002740]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the type of method used to determine the taxonomic identity of the organism by selecting a value from the pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.			taxonomic identification process slot			
	GENEPIO:0100584	taxonomic identification process details field	taxonomic identification process details|taxonomic_identification_process_details	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the details of the process used to determine the taxonomic identification of an organism.		Biolog instrument	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Briefly describe the taxonomic identififcation method details using free text.			taxonomic identification process details slot			
	GENEPIO:0100467	serovar field	serovar	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field	OMP:0000207	serotype phenotype	A data field which describes the serovar of the organism.		Heidelberg	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Only include this information if it has been determined by traditional serological methods or a validated in silico prediction tool e.g. SISTR.			serovar slot|serotype field|serotype slot			
	GENEPIO:0100468	serotyping method field	serotyping method|serotyping_method	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the method used to determine the serovar.		SISTR 1.0.1	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If the serovar was determined via traditional serotyping methods, put “Traditional serotyping”. If the serovar was determined via in silico methods, provide the name and version number of the software.			serotyping method slot			
	GENEPIO:0100469	phagetype field	phagetype	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the phagetype of the organism.		47	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide if known. If unknown, put “missing”.			phagetype slot			
	GENEPIO:0001445	purpose of sequencing field	purpose of sequencing|purpose_of_sequencing	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the reason that the sample was sequenced.		Baseline surveillance (random sampling) [GENEPIO:0100005]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: The reason why a sample was originally collected may differ from the reason why it was selected for sequencing. The reason a sample was sequenced may provide information about potential biases in sequencing strategy. Provide the purpose of sequencing from the picklist in the template. The reason for sample collection should be indicated in the .purpose of sampling. field.			purpose of sequencing slot			
	GENEPIO:0001446	purpose of sequencing details field	purpose of sequencing details	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the description of why the sample was sequenced providing specific details.		Screened for S gene target failure (S dropout)	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide an expanded description of why the sample was sequenced using pick list. The description may include the importance of the sequences for a particular public health investigation/surveillance activity/research question. Suggested standardized descriptions include: Screened for S gene target failure (S dropout), Screened for mink variants, Screened for B.1.1.7 variant, Screened for B.1.135 variant, Screened for P.1 variant, Screened due to travel history, Screened due to close contact with infected individual, Assessing public health control measures, Determining early introductions and spread, Investigating airline-related exposures, Investigating temporary foreign worker, Investigating remote regions, Investigating health care workers, Investigating schools/universities, Investigating reinfection.			purpose of sequencing details slot			
	GENEPIO:0001447	sequencing date field	sequencing date	Yes			2021-04-24T00:42:14Z	GENEPIO:0100632	date field			A date field which describes the date the sample was sequenced.		2021-04-26	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the sequencing date in ISO 8601 standard format .YYYY-MM-DD..			sequencing date slot			
	GENEPIO:0001448	library ID field	library ID|library_ID|library identifier	Yes			2021-04-24T00:42:14Z	GENEPIO:0100631	identifier field			A data field which describes user-specified identifier for the library prepared for sequencing.		XYZ_123345	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: The library name should be unique, and can be an autogenerated ID from your LIMS, or modification of the isolate ID.			library ID slot|library identifier field|library identifier slot			
	GENEPIO:0001449	amplicon size field	amplicon size	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the length of the amplicon generated by polymerase chain reaction (PCR) amplification.		300bp	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the amplicon size, including the units.			amplicon size slot			
Removed "DNA" from the definition and added a note that some specifications may indicate "DNA", "RNA", etc. Otherwise, would recommend labelling this "DNA library preparation kit field" and make a more general option.	GENEPIO:0001450	library preparation kit field	library preparation kit|library_preparation_kit	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field	GENEPIO:0000085	library preparation kit	A data field which describes the name of the library preparation kit used to generate the library being sequenced.		Nextera XT	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion	Some specification definitions may be more specific on the type of library preparation kit used (e.g. DNA).	Example Guidance: Provide the name of the library preparation kit used.			library preparation kit slot			
	GENEPIO:0001451	flow cell barcode field	flow cell barcode	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the barcode of the flow cell used for sequencing.		FAB06069	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the barcode of the flow cell used for sequencing the sample.			flow cell barcode slot			
	GENEPIO:0100472	sequencing project name field	sequencing project name|sequencing_project_name	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the name of the project/initiative/program for which sequencing was performed.		AMR-GRDI (PA-1356)	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of the project and/or the project ID here. If the information is unknown or cannot be provided, leave blank or provide a null value.			sequencing project name slot			
	GENEPIO:0100473	sequencing platform field	sequencing platform|sequencing_platform	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field	GENEPIO:0000071	sequencing platform (brand)	A data field which describes the platform technology used to perform the sequencing.		Illumina [GENEPIO:0001923]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of the company that created the sequencing instrument by selecting a value from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.			sequencing platform slot			
	GENEPIO:0001452	sequencing instrument field	sequencing instrument|sequencing_instrument	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the model of the sequencing instrument used.		Oxford Nanopore MinION [GENEPIO:0100142]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Select the sequencing instrument from the pick list.			sequencing instrument slot			
	GENEPIO:0001453	sequencing protocol name field	sequencing protocol name	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the name and version number of the sequencing protocol used.		1D_DNA_MinION, ARTIC Network Protocol V3	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name and version of the sequencing protocol.			sequencing protocol name slot			
	GENEPIO:0001454	sequencing protocol field	sequencing protocol|sequencing_protocol	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the protocol used to generate the sequence.		Genomes were generated through amplicon sequencing of 1200 bp amplicons with Freed schema primers. Libraries were created using Illumina DNA Prep kits, and sequence data was produced using Miseq Micro v2 (500 cycles) sequencing kits.	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a free text description of the methods and materials used to generate the sequence. Suggested text, fill in information where indicated.: .Viral sequencing was performed following a tiling amplicon strategy using the <fill in> primer scheme. Sequencing was performed using a <fill in> sequencing instrument. Libraries were prepared using <fill in> library kit. .			sequencing protocol slot			
	GENEPIO:0001455	sequencing kit number field	sequencing kit number	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the manufacturer's kit number.		AB456XYZ789	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Alphanumeric value.			sequencing kit number slot			
	GENEPIO:0001456	amplicon pcr primer scheme field	amplicon pcr primer scheme	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the specifications of the primers (primer sequences, binding positions, fragment size generated, etc.) used to generate the amplicons to be sequenced.		https://github.com/joshquick/artic-ncov2019/blob/master/primer_schemes/nCoV-2019/V3/nCoV-2019.tsv	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name and version of the primer scheme used to generate the amplicons for sequencing.			amplicon pcr primer scheme slot|amplicon polymerase chain reaction primer scheme field|amplicon polymerase chain reaction primer scheme slot			
	GENEPIO:0001476	r1 fastq filename field	r1 fastq filename|r1_fastq_filename	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the user-specified filename of the read 1 (r1) FASTQ file.		ABC123_S1_L001_R1_001.fastq.gz	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the r1 FASTQ filename.			r1 fastq filename slot			
	GENEPIO:0001477	r2 fastq filename field	r2 fastq filename|r2_fastq_filename	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the user-specified filename of the read 2 (r2) FASTQ file.		ABC123_S1_L001_R2_001.fastq.gz	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the r2 FASTQ filename.			r2 fastq filename slot			
	GENEPIO:0001480	fast5 filename field	fast5 filename|fast5_filename	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the user-specified filename of the FAST5 file.		batch1a_sequences.fast5	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the FAST5 filename.			fast5 filename slot			
	GENEPIO:0001461	consensus sequence filename field	consensus sequence filename|assembly filename	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the user-defined filename of the FASTA file.		pathogenassembly123.fasta	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name and version number of the consensus sequence FASTA file.			consensus sequence filename slot			
	GENEPIO:0001458	raw sequence data processing method field	raw sequence data processing method	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the method used for raw data processing such as removing barcodes, adapter trimming, filtering etc.		Porechop 0.2.3	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name and version numbers of the software used to process the raw data.			raw sequence data processing method slot			
	GENEPIO:0001459	dehosting method field	dehosting method	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the method used to remove host reads from the pathogen sequence.		Nanostripper 1.2.3	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name and version number of the software used to remove host reads.			dehosting method slot			
	GENEPIO:0001460	consensus sequence name field	consensus sequence name	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the name of the consensus sequence.		ncov123assembly3	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name and version number of the consensus sequence.			consensus sequence name slot			
	GENEPIO:0001462	consensus sequence filepath field	consensus sequence filepath	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the filepath of the consensus sequence file.		/User/Documents/RespLab/Data/ncov123assembly.fasta	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the filepath of the consensus sequence FASTA file.			consensus sequence filepath slot			
	GENEPIO:0001463	consensus sequence software name field	consensus sequence software name	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the name of the software used to generate the consensus sequence.		Ivar	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of the software used to generate the consensus sequence.			consensus sequence software name slot			
	GENEPIO:0001469	consensus sequence software version field	consensus sequence software version	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the version of the software used to generate the consensus sequence.		1.3	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the version of the software used to generate the consensus sequence.			consensus sequence software version slot			
	GENEPIO:0001472	breadth of coverage value field	breadth of coverage value	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the percentage of the reference genome covered by the sequenced data, to a prescribed depth.		95%	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide value as a percent.			breadth of coverage value slot			
	GENEPIO:0001474	depth of coverage value field	depth of coverage value	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field	OBI:0001618	average depth of sequence coverage	A data field which describes the average number of reads representing a given nucleotide in the reconstructed sequence.		400x	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide value as a fold of coverage.			depth of coverage value slot			
	GENEPIO:0001475	depth of coverage threshold field	depth of coverage threshold	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the threshold used as a cut-off for the depth of coverage.		100x	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the threshold fold coverage.			depth of coverage threshold slot			
	GENEPIO:0001478	r1 fastq filepath field	r1 fastq filepath	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		filepath	A data field which describes the filepath of the read 1 (r1) FASTQ file.		/User/Documents/RespLab/Data/ABC123_S1_L001_R1_001.fastq.gz	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the filepath of the r1 FASTQ file.			r1 fastq filepath slot			
	GENEPIO:0001479	r2 fastq filepath field	r2 fastq filepath	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		filepath	A data field which describes the filepath of the read 2 (r2) FASTQ file.		/User/Documents/RespLab/Data/ABC123_S1_L001_R2_001.fastq.gz	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the filepath of the r2 FASTQ file.			r2 fastq filepath slot			
	GENEPIO:0001481	fast5 filepath field	fast5 filepath	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		filepath	A data field which describes the filepath of the FAST5 file.		/User/Documents/RespLab/Data/batch1a_sequences.fast5	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the filepath of the FAST5 file.			fast5 filepath slot			
	GENEPIO:0001482	number of base pairs sequenced field	number of base pairs sequenced	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the number of total base pairs generated by the sequencing process.		387566	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a numerical value (no need to include units).			number of base pairs sequenced slot			
	GENEPIO:0001483	consensus genome length field	consensus genome length	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the file size of the assembled genome described as the number of base pairs.		38677	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a numerical value (no need to include units).			consensus genome length slot			
	GENEPIO:0001484	Ns per 100 kbp field	Ns per 100 kbp|Ns per 100 kilobase pairs	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the number of N (unidentified nucleotide) symbols present in the consensus fasta sequence, per 100kbp of sequence.		300	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a numerical value (no need to include units).			Ns per 100 kbp slot|Ns per 100 kilobase pairs field|Ns per 100 kilobase pairs slot|unidentified nucleotides per 100 kbp field|unidentified nucleotides per 100 kbp slot			
	GENEPIO:0001485	reference genome accession field	reference genome accession	Yes			2021-04-24T00:42:14Z	GENEPIO:0100631	identifier field			A data field which describes the persistent, unique identifier of a genome database entry.		NC_045512.2	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the accession number of the reference genome.			reference genome accession slot			
