Ontology ID	label	Type	"term replaced by
ID"	term replaced by	deprecated	member of	is about	parent class ID	parent class	Subclass ID	Subclass axiom	created	english exact syn.	definition	definition source	example of usage	term editor	curation status	editor note	comment	in subset	database cross reference	see also	Equivalence axiom
GENEPIO:0100121	Illumina iSeq 100	class						GENEPIO:0100120	Illumina iSeq			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that is lightweight and has an output capacity between 144MB-1.2GB.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100122	Illumina NovaSeq	class						GENEPIO:0100105	Illumina sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illunina corporation using sequence-by-synthesis chemistry that has an output capacirty of 6 Tb and 20 billion reads in dual flow cell mode.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100123	Illumina NovaSeq 6000	class						GENEPIO:0100122	Illumina NovaSeq			2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and an output of up to 6000 Gb (32-40 B reads per run). The sequencer utilizes synthesis technology and patterned flow cells to optimize throughput and even spacing of sequencing clusters.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100124	Illumina MiniSeq	class						GENEPIO:0100105	Illumina sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation using sequence-by-synthesis chemistry that fits on a benchtop and has an output capacity of 1.65-7.5 Gb.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100125	obsolete: Illumina MiSeq	class	OBI:0002003	Illumina MiSeq	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation. Built upon sequencing by synthesis technology, the machine provides an end-to-end solution (cluster generation, amplification, sequencing, and data analysis) in a single machine.	OBI:0002003		0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100126	Illumina NextSeq	class						GENEPIO:0100105	Illumina sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation using sequence-by-synthesis chemistry that fits on a benchtop and has an output capacity of 1.65-7.5 Gb.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100127	obsolete: Illumina NextSeq 500	class	OBI:0002021	Illumina NextSeq 500	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is a desktop sequencer ideal for smaller-scale studies manufactured by the Illumina corporation. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100128	Illumina NextSeq 550	class						GENEPIO:0100126	Illumina NextSeq			2022-01-19T18:23:15.862Z		A DNA sequencer which is a desktop sequencer ideal for smaller-scale studies manufactured by the Illumina corporation. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology. The 550 is an upgrade on the 500 model.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100129	Illumina NextSeq 2000	class						GENEPIO:0100126	Illumina NextSeq			2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation using sequence-by-synthesis chemistry that fits on a benchtop and has an output capacity of 30-360 Gb.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100130	Pacific Biosciences sequencing instrument model	class						GENEPIO:0001921	sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Pacific Biosciences corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100131	PacBio RS	class						GENEPIO:0100130	Pacific Biosciences sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Pacific Biosciences corporation which utilizes “SMRT Cells” for single-molecule real-time sequencing. The RS was the first model made by the company.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100132	obsolete: PacBio RS II	class	OBI:0002012	PacBio RS II	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Pacific Biosciences corporation. Built upon single molecule real-time sequencing technology, the machine is optimized for generation with long reads and high consensus accuracy.	OBI:0002012		0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100133	PacBio Sequel	class						GENEPIO:0100130	Pacific Biosciences sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer built upon single molecule real-time sequencing technology, optimized for generation with long reads and high consensus accuracy, and manufactured by the Pacific Biosciences corporation			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100134	PacBio Sequel II	class						GENEPIO:0100130	Pacific Biosciences sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer built upon single molecule real-time sequencing technology, optimized for generation of highly accurate ("HiFi") long reads, and which is manufactured by the Pacific Biosciences corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100135	Ion Torrent sequencing instrument model	class						GENEPIO:0001921	sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Ion Torrent corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100136	Ion Torrent PGM	class						GENEPIO:0100135	Ion Torrent sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and has an output capacity of 300 MB - 1GB.			0000-0002-9578-0788|0000-0002-1107-9135|0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0001935	obsolete: Ion Torrent PGM	class	GENEPIO:0100136	Ion Torrent PGM	TRUE							2022-01-19T18:23:15.862Z												
GENEPIO:0100137	Ion Torrent Proton	class						GENEPIO:0100135	Ion Torrent sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and has an output capacity of up to 15 Gb.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100138	Ion Torrent S5 XL	class						GENEPIO:0100135	Ion Torrent sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and requires only a small amount of input material while producing data faster than the S5 model.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100139	Ion Torrent S5	class						GENEPIO:0100135	Ion Torrent sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and requires only a small amount of input material.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100140	Oxford Nanopore sequencing instrument model	class						GENEPIO:0001921	sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Oxford Nanopore corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100141	Oxford Nanopore GridION	class						GENEPIO:0100140	Oxford Nanopore sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer that is manufactured by the Oxford Nanopore Technologies corporation, that can run and analyze up to five individual flow cells producing up to 150 Gb of data per run. The sequencer produces real-time results and utilizes nanopore technology with the option of running the flow cells concurrently or individual			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100142	Oxford Nanopore MinION	class						GENEPIO:0100140	Oxford Nanopore sequencing instrument model			2022-01-19T18:23:15.862Z		A portable DNA sequencer which is manufactured by the Oxford Nanopore Technologies corporation, that uses consumable flow cells producing up to 30 Gb of DNA sequence data per flow cell. The sequencer produces real-time results and utilizes nanopore technology with up to 512 nanopore channels in the sensor array.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100143	Oxford Nanopore PromethION	class						GENEPIO:0100140	Oxford Nanopore sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer that is manufactured by the Oxford Nanopore Technologies corporation, capable of running up to 48 flow cells and producing up to 7.6 Tb of data per run. The sequencer produces real-time results and utilizes Nanopore technology, with each flow cell allowing up to 3,000 nanopores to be sequencing simultaneously.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100144	BGI Genomics sequencing instrument model	class						GENEPIO:0001921	sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the BGI Genomics corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100145	BGI Genomics BGISEQ-500	class						GENEPIO:0100144	BGI Genomics sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the BGI Genomics corporation that utilizes Probe-Anchor Synthesis (cPAS) chemistry and "DNA Nanoballs".			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100146	MGI sequencing instrument model	class						GENEPIO:0100105	Illumina sequencing instrument			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the MGI corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100147	MGI DNBSEQ-T7	class						GENEPIO:0100146	MGI sequencing instrument model			2022-01-19T18:23:15.862Z		A high throughput DNA sequencer manufactured by the MGI corporation with an output capacity of 1~6TB of data per day.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100148	MGI DNBSEQ-G400	class						GENEPIO:0100146	MGI sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the MGI corporation with an output capacity of 55GB~1440GB per run.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100149	MGI DNBSEQ-G400RS FAST	class						GENEPIO:0100146	MGI sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the MGI corporation with an outout capacity of 55GB~330GB per run, which enables faster sequencing than the DNBSEQ-G400.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100150	MGI DNBSEQ-G50	class						GENEPIO:0100146	MGI sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the MGI corporation with an output capacity of 10～150 GB per run and enables different read lengths.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
																								
GENEPIO:0100294	SARS-CoV-2 genomic region	class						BFO:0000040	material entity			2022-01-19T18:23:15.862Z		A material entity encoding a genomic region of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100299	SARS-CoV-2 gene	class						GENEPIO:0100294	SARS-CoV-2 genomic region			2022-01-19T18:23:15.862Z		A genomic region encoding a gene of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100151	E gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	orf4 gene (SARS-CoV-2)	A gene encoding the envelope protein of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100152	M gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	orf5 gene (SARS-CoV-2)	A gene encoding the membrane glycoprotrein M protein of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100153	N gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	orf9 gene (SARS-CoV-2)	A gene encoding the nucleocapsid phosphoprotein of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100154	Spike gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	orf2 gene (SARS-CoV-2)	A gene encoding the Spike protein of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100155	orf1ab gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	rep gene (SARS-CoV-2)	A gene encoding the replicase polyprotein 1ab of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100156	orf1a gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z	pp1a gene (SARS-CoV-2)	A gene encoding the polyprotein 1a of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100157	nsp11 gene (SARS-CoV-2)	class						GENEPIO:0100156	orf1a gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 11 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100158	nsp1 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 1 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100159	nsp2 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 2 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100160	nsp3 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 3 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100161	nsp4 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 4 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100162	nsp5 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 5 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100163	nsp6 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 6 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100164	nsp7 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 7 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100165	nsp8 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 8 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100166	nsp9 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 9 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100167	nsp10 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 10 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100168	RdRp gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z	nsp12 gene (SARS-CoV-2)	A gene encoding the RNA-dependent RNA polymerase (RdRp) of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100169	hel gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z	nsp13 gene (SARS-CoV-2)	A gene encoding the helicase (hel) of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100170	exoN gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z	nsp14 gene (SARS-CoV-2)	A gene encoding the nonstructural protein 14 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100171	nsp15 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 15 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100172	nsp16 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 16 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100173	orf3a gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z		A gene encoding the viroporin ORF3a of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100174	orf3b gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z		A gene encoding the polyprotein ORF3b of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100175	orf6 gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	ns6 gene (SARS-CoV-2)	A gene encoding the nonstructural protein 6 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100176	orf7a gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z		A gene encoding a transmembrane protein of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100177	orf7b gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	ns7b gene (SARS-CoV-2)	A gene encoding the polyprotein ORF7b of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
