Ontology ID	Issues / Notes	Reported	label	Type	"term replaced by
ID"	term replaced by	deprecated	member of	is about	parent class ID	parent class	Subclass ID	Subclass axiom	created	english exact syn.	definition	definition source	example of usage	term editor	curation status	editor note	comment	in subset	database cross reference	see also	Equivalence axiom	Git Branch	image	english broad synonym	english narrow synonym	english related synonym	British english syn.	Italian syn.	French syn.	German syn.	Spanish syn.	Portuguese syn.
GENEPIO:0100110		Y	Illumina HiSeq	class						GENEPIO:0100105	Illumina sequencing instrument			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry, enabling deep sequencing and high yield.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0001939		-	obsolete: Illumina HiSeq Sequencer	class	GENEPIO:0100110	Illumina HiSeq	TRUE							2022-01-19T18:23:15.862Z									Covid-19														
GENEPIO:0100111		Y	Illumina HiSeq X	class						GENEPIO:0100110	Illumina HiSeq			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that oenabled sufficent depth and coverage to produce the first 30x human genome for $1000.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100112		Y	Illumina HiSeq X Five	class						GENEPIO:0100111	Illumina HiSeq X			2022-01-19T18:23:15.862Z	Illumina HiSeq X 5	A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that consists of a set of 5 HiSeq X Sequencing Systems.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100113		Y	Illumina HiSeq X Ten	class						GENEPIO:0100111	Illumina HiSeq X			2022-01-19T18:23:15.862Z	Illumina HiSeq X 10	A DNA sequencer that consists of a set of 10 HiSeq X Sequencing Systems.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100114		-	obsolete: Illumina HiSeq 1000	class	OBI:0002022	Illumina HiSeq 1000	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation, with a single flow cell and a throughput of up to 35 Gb per day. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100115		Y	Illumina HiSeq 1500	class						GENEPIO:0100110	Illumina HiSeq			2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation, with a single flow cell and a throughput of up to 35-50 Gb per day.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100116		-	obsolete: Illumina HiSeq 2000	class	OBI:0002001	Illumina HiSeq 2000	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and a throughput of up to 55 Gb per day. Built upon sequencing by synthesis technology, the machine is optimized for generation of data for multiple samples in a single run.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100117		-	obsolete: Illumina HiSeq 2500	class	OBI:0002002	Illumina HiSeq 2500	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and a throughput of up to 160 Gb per day. Built upon sequencing by synthesis technology, the machine is optimized for generation of data for batching multiple samples or rapid results on a few samples.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100118		-	obsolete: Illumina HiSeq 3000	class	OBI:0002048	Illumina HiSeq 3000	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by Illumina corporation, with a single flow cell and a throughput of more than 200 Gb per day.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100119		-	obsolete: Illumina HiSeq 4000	class	OBI:0002049	Illumina HiSeq 4000	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by Illumina corporation, with two flow cell and a throughput of more than 400 Gb per day.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100120		Y	Illumina iSeq	class						GENEPIO:0100105	Illumina sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that is lightweight.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100121		Y	Illumina iSeq 100	class						GENEPIO:0100120	Illumina iSeq			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that is lightweight and has an output capacity between 144MB-1.2GB.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100122		Y	Illumina NovaSeq	class						GENEPIO:0100105	Illumina sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illunina corporation using sequence-by-synthesis chemistry that has an output capacirty of 6 Tb and 20 billion reads in dual flow cell mode.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100123		Y	Illumina NovaSeq 6000	class						GENEPIO:0100122	Illumina NovaSeq			2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and an output of up to 6000 Gb (32-40 B reads per run). The sequencer utilizes synthesis technology and patterned flow cells to optimize throughput and even spacing of sequencing clusters.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100124		Y	Illumina MiniSeq	class						GENEPIO:0100105	Illumina sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation using sequence-by-synthesis chemistry that fits on a benchtop and has an output capacity of 1.65-7.5 Gb.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100125		-	obsolete: Illumina MiSeq	class	OBI:0002003	Illumina MiSeq	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation. Built upon sequencing by synthesis technology, the machine provides an end-to-end solution (cluster generation, amplification, sequencing, and data analysis) in a single machine.	OBI:0002003		0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100126		Y	Illumina NextSeq	class						GENEPIO:0100105	Illumina sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation using sequence-by-synthesis chemistry that fits on a benchtop and has an output capacity of 1.65-7.5 Gb.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100127		-	obsolete: Illumina NextSeq 500	class	OBI:0002021	Illumina NextSeq 500	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is a desktop sequencer ideal for smaller-scale studies manufactured by the Illumina corporation. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100128		Y	Illumina NextSeq 550	class						GENEPIO:0100126	Illumina NextSeq			2022-01-19T18:23:15.862Z		A DNA sequencer which is a desktop sequencer ideal for smaller-scale studies manufactured by the Illumina corporation. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology. The 550 is an upgrade on the 500 model.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100129		Y	Illumina NextSeq 2000	class						GENEPIO:0100126	Illumina NextSeq			2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation using sequence-by-synthesis chemistry that fits on a benchtop and has an output capacity of 30-360 Gb.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100130		Y	Pacific Biosciences sequencing instrument model	class						GENEPIO:0001921	sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Pacific Biosciences corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100131		Y	PacBio RS	class						GENEPIO:0100130	Pacific Biosciences sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Pacific Biosciences corporation which utilizes “SMRT Cells” for single-molecule real-time sequencing. The RS was the first model made by the company.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100132		-	obsolete: PacBio RS II	class	OBI:0002012	PacBio RS II	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Pacific Biosciences corporation. Built upon single molecule real-time sequencing technology, the machine is optimized for generation with long reads and high consensus accuracy.	OBI:0002012		0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100133		Y	PacBio Sequel	class						GENEPIO:0100130	Pacific Biosciences sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer built upon single molecule real-time sequencing technology, optimized for generation with long reads and high consensus accuracy, and manufactured by the Pacific Biosciences corporation			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100134		Y	PacBio Sequel II	class						GENEPIO:0100130	Pacific Biosciences sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer built upon single molecule real-time sequencing technology, optimized for generation of highly accurate ("HiFi") long reads, and which is manufactured by the Pacific Biosciences corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100135		Y	Ion Torrent sequencing instrument model	class						GENEPIO:0001921	sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Ion Torrent corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100136		Y	Ion Torrent PGM	class						GENEPIO:0100135	Ion Torrent sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and has an output capacity of 300 MB - 1GB.			0000-0002-9578-0788|0000-0002-1107-9135|0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0001935		-	obsolete: Ion Torrent PGM	class	GENEPIO:0100136	Ion Torrent PGM	TRUE							2022-01-19T18:23:15.862Z									Covid-19														
GENEPIO:0100137		Y	Ion Torrent Proton	class						GENEPIO:0100135	Ion Torrent sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and has an output capacity of up to 15 Gb.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100138		Y	Ion Torrent S5 XL	class						GENEPIO:0100135	Ion Torrent sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and requires only a small amount of input material while producing data faster than the S5 model.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100139		Y	Ion Torrent S5	class						GENEPIO:0100135	Ion Torrent sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and requires only a small amount of input material.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100140		Y	Oxford Nanopore sequencing instrument model	class						GENEPIO:0001921	sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Oxford Nanopore corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100141		Y	Oxford Nanopore GridION	class						GENEPIO:0100140	Oxford Nanopore sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer that is manufactured by the Oxford Nanopore Technologies corporation, that can run and analyze up to five individual flow cells producing up to 150 Gb of data per run. The sequencer produces real-time results and utilizes nanopore technology with the option of running the flow cells concurrently or individual			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100142		Y	Oxford Nanopore MinION	class						GENEPIO:0100140	Oxford Nanopore sequencing instrument model			2022-01-19T18:23:15.862Z		A portable DNA sequencer which is manufactured by the Oxford Nanopore Technologies corporation, that uses consumable flow cells producing up to 30 Gb of DNA sequence data per flow cell. The sequencer produces real-time results and utilizes nanopore technology with up to 512 nanopore channels in the sensor array.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100143		Y	Oxford Nanopore PromethION	class						GENEPIO:0100140	Oxford Nanopore sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer that is manufactured by the Oxford Nanopore Technologies corporation, capable of running up to 48 flow cells and producing up to 7.6 Tb of data per run. The sequencer produces real-time results and utilizes Nanopore technology, with each flow cell allowing up to 3,000 nanopores to be sequencing simultaneously.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100144		Y	BGI Genomics sequencing instrument model	class						GENEPIO:0001921	sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the BGI Genomics corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100145		Y	BGI Genomics BGISEQ-500	class						GENEPIO:0100144	BGI Genomics sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the BGI Genomics corporation that utilizes Probe-Anchor Synthesis (cPAS) chemistry and "DNA Nanoballs".			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100146		Y	MGI sequencing instrument model	class						GENEPIO:0100105	Illumina sequencing instrument			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the MGI corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100147		Y	MGI DNBSEQ-T7	class						GENEPIO:0100146	MGI sequencing instrument model			2022-01-19T18:23:15.862Z		A high throughput DNA sequencer manufactured by the MGI corporation with an output capacity of 1~6TB of data per day.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100148		Y	MGI DNBSEQ-G400	class						GENEPIO:0100146	MGI sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the MGI corporation with an output capacity of 55GB~1440GB per run.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100149		Y	MGI DNBSEQ-G400RS FAST	class						GENEPIO:0100146	MGI sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the MGI corporation with an outout capacity of 55GB~330GB per run, which enables faster sequencing than the DNBSEQ-G400.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100150		Y	MGI DNBSEQ-G50	class						GENEPIO:0100146	MGI sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the MGI corporation with an output capacity of 10～150 GB per run and enables different read lengths.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
	gene name																																				
GENEPIO:0100294	CIDO has great versions of (most of) this list but as proteins not genes. OGG looks like a good target (see "gene of Viruses" OGG:2000010239 for example). We want to represent the gene.	Y	SARS-CoV-2 genomic region	class						BFO:0000040	material entity			2022-01-19T18:23:15.862Z		A material entity encoding a genomic region of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100299		Y	SARS-CoV-2 gene	class						GENEPIO:0100294	SARS-CoV-2 genomic region			2022-01-19T18:23:15.862Z		A genomic region encoding a gene of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100151		Y	E gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	orf4 gene (SARS-CoV-2)	A gene encoding the envelope protein of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100152		Y	M gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	orf5 gene (SARS-CoV-2)	A gene encoding the membrane glycoprotrein M protein of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100153		Y	N gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	orf9 gene (SARS-CoV-2)	A gene encoding the nucleocapsid phosphoprotein of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100154		Y	Spike gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	orf2 gene (SARS-CoV-2)	A gene encoding the Spike protein of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100155		Y	orf1ab gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	rep gene (SARS-CoV-2)	A gene encoding the replicase polyprotein 1ab of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100156		Y	orf1a gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z	pp1a gene (SARS-CoV-2)	A gene encoding the polyprotein 1a of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100157		Y	nsp11 gene (SARS-CoV-2)	class						GENEPIO:0100156	orf1a gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 11 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100158		Y	nsp1 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 1 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100159		Y	nsp2 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 2 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100160		Y	nsp3 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 3 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100161		Y	nsp4 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 4 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
GENEPIO:0100162		Y	nsp5 gene (SARS-CoV-2)	class						GENEPIO:0100155	orf1ab gene (SARS-CoV-2)			2022-01-19T18:23:15.862Z		A gene encoding the nonstructural protein 5 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		Covid-19														
