inst_id	|	inst_code	|	aka	|	inst_name	|	country	|	address	|	phone	|	fax	|	record_source	|	home_url	|	url_rule	|	comments	|	collection_type	|	qualifier_type	|	unique_name
5530	|	NSCA	|	      	|	North Scotland College of Agriculture	|	U.K.	|	581 King Street, Aberdeen, Scotland 	|	      	|	      	|	125558	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NSCA
5531	|	WUK	|	      	|	Northwestern Institute of Botany	|	People's Republic of China	|	Yangling 712100, Shaanxi 	|	      	|	      	|	125559	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	WUK
5532	|	NWOSU	|	      	|	Northwestern Oklahoma State University, Biology Department	|	U.S.A.	|	Alva, Oklahoma, 73717-2799	|	      	|	      	|	125560	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NWOSU
5533	|	NATC	|	      	|	Northwestern State University, Biological Sciences Department	|	U.S.A.	|	Natchitoches, Louisiana, 71497	|	      	|	      	|	125561	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NATC
5534	|	NWU	|	      	|	Northwestern University, Botany Department	|	U.S.A.	|	Evanston, Illinois 	|	      	|	      	|	125562	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NWU
5535	|	NMSU	|	      	|	Northwest Missouri State University, Biology Department	|	U.S.A.	|	Garrett-Strong Science Building, Maryville, Missouri, 64468-6001	|	      	|	      	|	125563	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NMSU<USA-MO>
5536	|	NWTC	|	      	|	Northwest Normal University	|	People's Republic of China	|	Shilidian, Lanzhou, Gansu, 730070	|	      	|	      	|	125564	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NWTC
5537	|	NWUB	|	      	|	Northwest Normal University, Biology Department	|	People's Republic of China	|	Shilidian, Lanzhou, Gansu, 730070	|	      	|	      	|	125565	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NWUB
5538	|	HNWP	|	      	|	Northwest Plateau Institute of Biology, Chinese Academy of Sciences	|	People's Republic of China	|	59 Xiguan Street, Xining 810001, Qinghai 	|	      	|	      	|	125566	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	HNWP
5539	|	YL	|	      	|	Northwest Sci-tech University of Agriculture and Forestry	|	People's Republic of China	|	3 Yangwu Road, Yangling, Shaanxi, 712100	|	      	|	      	|	125567	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	YL
5540	|	NWFC	|		|	Northwest University of Agriculture Forestry Science & Technology	|	People's Republic of China	|	Yangling, Shaanxi, 712100	|		|		|	125568	|		|	      	|		|	herbarium	|	specimen_voucher,bio_material	|	NWFC
5541	|	WNU	|	      	|	Northwest University, Biology Department	|	People's Republic of China	|	Xian 710069, Shaanxi 	|	      	|	      	|	125569	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	WNU
5542	|	TRH	|	      	|	Norwegian University of Science and Technology, Department of Natural History	|	Norway	|	N-7491 Trondheim 	|	      	|	      	|	125570	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	TRH
5543	|	NCH	|	      	|	Norwich Botanical Society	|	U.K.	|	Norwich, Norfolk, England 	|	      	|	      	|	125571	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NCH
5544	|	NUV	|	      	|	Norwich University, Biology and Life Sciences Department	|	U.S.A.	|	Northfield, Vermont, 05663	|	      	|	      	|	125572	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NUV
5545	|	NLSN	|	      	|	Notre Dame University, Biological Sciences Department	|	Canada	|	Nelson, British Columbia, V1L 3C7	|	      	|	      	|	125573	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NLSN
5546	|	NOT	|	      	|	Nottingham City Natural History Museum	|	U.K.	|	Wollaton Park, Nottingham NG8 2AE, England 	|	      	|	      	|	125574	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NOT
5547	|	NLPS	|	      	|	Nottingham Literary and Philosophical Society	|	U.K.	|	Wollaton Park, Nottingham NG8 2AE, England Nottingham, Nottinghamshire, England 	|	      	|	      	|	125575	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NLPS
5548	|	NSAC	|	      	|	Nova Scotia Agricultural College, Department of Environmental Sciences	|	Canada	|	P.O. Box 550, Truro, Nova Scotia, B2N 5E3	|	      	|	      	|	125576	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NSAC
5549	|	NSPM	|	      	|	Nova Scotia Museum of Natural History	|	Canada	|	1747 Summer Street, Halifax, Nova Scotia, B3H 3A6	|	      	|	      	|	125577	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NSPM
5550	|	NSRF	|	      	|	Nova Scotia Research Foundation	|	Canada	|	P.O. Box 1027, Halifax, Nova Scotia 	|	      	|	      	|	125578	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NSRF
5551	|	UFS	|	      	|	Nyabyeya Forestry College, Department of Environmental Forestry	|	Uganda	|	Private Bag, Masindi 	|	      	|	      	|	125580	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	UFS
5552	|	ACC	|	      	|	Oak Hill Park Museum	|	U.K.	|	Abbey Street, Accrington, Lancashire, England 	|	      	|	      	|	125581	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	ACC
5553	|	IFE	|	      	|	Obafemi Awolowo University, Botany Department	|	Nigeria	|	Ile-Ife, Oyo 	|	      	|	      	|	125583	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	IFE
5554	|	OC	|	      	|	Oberlin College, Biology Department	|	U.S.A.	|	Oberlin, Ohio, 44074	|	      	|	      	|	125584	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OC
5555	|	LI	|	Obersterreichischen Landesmuseums	|	Oberoesterreichischen Landesmuseums, Botanische Abteilung	|	Austria	|	Johann Wilhelm Klein Str. 73, Linz, Upper Austria 4040	|		|		|	125585	|	www.biologiezentrum.at 	|	      	|	LI is registered as a herbarium acronym at the Index Herbariorum; LI is also used in combination with a collection code to reference zoological collections.	|	herbarium	|	specimen_voucher	|	LI
5556	|	OMKH	|	      	|	Oblastni muzeum Kutna Hora	|	Czech Republic	|	Kutn Hora 	|	      	|	      	|	125586	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OMKH
5557	|	QD	|	Ocean University of Qingdao, Marine Biology Department	|	Ocean University of China	|	People's Republic of China	|	5 Yushan Road, Qingdao, Shandong, 266003	|		|		|	125588	|		|	      	|		|	herbarium	|	specimen_voucher	|	QD
5558	|	OCHA	|	      	|	Ochanomizu University	|	Japan	|	Tokyo-shi, Tokyo 	|	      	|	      	|	125589	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OCHA
5559	|	UBT	|	      	|	Oekologisch-Botanischer Garten	|	Germany	|	Postfach 10 12 51, D-95440 Bayreuth (letters); D-95447 Bayreuth (parcels) 	|	      	|	      	|	125591	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	UBT
5560	|	EOSTS	|	      	|	Official Seed Testing Station, Agricultural Scientific Services, Department of Agriculture and Fisheries for Scotland	|	U.K.	|	East Craigs, Craigs Road, Edinburgh, Scotland 	|	      	|	      	|	125592	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	EOSTS
5561	|	BHO	|	      	|	Ohio University, Environmental and Plant Biology Department	|	U.S.A.	|	Athens, Ohio, 45701-2979	|	      	|	      	|	125594	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	BHO
5562	|	OWU	|	      	|	Ohio Wesleyan University, Botany-Microbiology Department	|	U.S.A.	|	Delaware, Ohio, 43015-2370	|	      	|	      	|	125595	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OWU
5563	|	OKAY	|	      	|	Okayama University of Science, Department of Biosphere-Geosphere System Science	|	Japan	|	1-1 Ridai-cho, Okayama-shi, Okayama, 700-0005	|	      	|	      	|	125597	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OKAY
5564	|	OKLA	|	      	|	Oklahoma State University, Botany Department	|	U.S.A.	|	Stillwater, Oklahoma, 74078-3013	|	      	|	      	|	125598	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OKLA
5565	|	OMJ	|	      	|	Okresni muzeum a galerie	|	Czech Republic	|	Valdatejnovo nmest 1, 506 01 Jicn 	|	      	|	      	|	125599	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OMJ
5566	|	CHOM	|	      	|	Okresni muzeum Chomutov	|	Czech Republic	|	Palackho 86, 430 01 Chomutov 	|	      	|	      	|	125600	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	CHOM
5567	|	HOMP	|	      	|	Okresni muzeum Pribram Brezove Hory	|	Czech Republic	|	Nmest H. Klicky 293, 261 02 Prbram 	|	      	|	      	|	125601	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	HOMP
5568	|	SOKO	|	      	|	Okresni muzeum Sokolov (Regional Muzeum), Botany Department	|	Czech Republic	|	Zmeck 1, CZ-356 01 Sokolov 	|	      	|	      	|	125602	|	http://www.volny.cz/muzeumsokolov	|	      	|	      	|	herbarium	|	specimen_voucher	|	SOKO
5569	|	LIT	|	      	|	Okresni vlastivedne muzeum	|	Czech Republic	|	P.O. Box 100, 412 01 Litomerice 	|	      	|	      	|	125603	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	LIT
5570	|	NJM	|	      	|	Okresni vlastivedne muzeum	|	Czech Republic	|	ul. 28, rjna 12, 741 11 Nov Jicn 	|	      	|	      	|	125604	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NJM<CZE>
5571	|	OVMB	|	      	|	Okresni vlastivedne muzeum	|	Czech Republic	|	792 01 Bruntl 	|	      	|	      	|	125605	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OVMB
5572	|	VM	|	      	|	Okresni vlastivedne muzeum	|	Czech Republic	|	Zmeck 3, 757 01 Valaask Mezirc 	|	      	|	      	|	125606	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	VM
5573	|	SUM	|	      	|	Okresni vlastivedne muzeum v Sumperku	|	Czech Republic	|	Hlavn 22, CZ-787 34 Sumperk 	|	      	|	      	|	125607	|	http://web.iol.cz/ovm	|	      	|	      	|	herbarium	|	specimen_voucher	|	SUM<CZE>
5574	|	OKA	|	      	|	Oksky State Biosphere Reserve	|	Russia	|	Lakash, Spassk District, 391072 Ryazan, Ryazan Region 	|	      	|	      	|	125608	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OKA
5575	|	ODU	|	      	|	Old Dominion University, Department of Biological Sciences	|	U.S.A.	|	45th Street, 354 Mills Godwin Building, Norfolk, Virginia, 23529-0266	|	      	|	      	|	125609	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	ODU
5576	|	OHM	|	      	|	Oldham Microscopical and Natural History Society	|	U.K.	|	Oldham, Lancashire, England 	|	      	|	      	|	125610	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OHM
5577	|	OLDS	|	      	|	Olds College, Horticulture Department	|	Canada	|	4500  50th Street, Olds, Alberta, T4H 1R6	|	      	|	      	|	125611	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OLDS
5578	|	OLV	|	      	|	Olivet College, Biology Department	|	U.S.A.	|	Olivet, Michigan, 49076	|	      	|	      	|	125612	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OLV
5579	|	OMSKM	|	      	|	Omsk State Agrarian University, Department of Forestry and Plant Conservation	|	Russia	|	2 Institutskaia Place, 644008 Omsk 	|	      	|	      	|	125613	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OMSKM
5580	|	OMUB	|	      	|	Ondokuz Mayis University, Biology Department	|	Turkey	|	55139 Kurupelit-Samsun 	|	      	|	      	|	125614	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OMUB
5581	|	NHIC	|	      	|	Ontario Ministry of Natural Resources	|	Canada	|	Robinson Place, 300 Water Street, P.O. Box 7000, Peterborough, Ontario, K9J 8M5	|	      	|	      	|	125615	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	NHIC
5582	|	ORU	|	      	|	Oral Roberts University, Biology Department	|	U.S.A.	|	Tulsa, Oklahoma, 74171	|	      	|	      	|	125616	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	ORU
5584	|	OSI	|	      	|	Ordnance Survey of Ireland	|	Ireland	|	Dublin 	|	      	|	      	|	125619	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OSI
5585	|	OFC	|	      	|	Orielton Field Centre	|	U.K.	|	Pembroke, Dyfed, Wales 	|	      	|	      	|	125622	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OFC
5586	|	PVNH	|	      	|	ORSTOM	|	Vanuatu	|	B.P. 76, Port Vila 	|	      	|	      	|	125623	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PVNH
5587	|	ORTN	|	      	|	Orton Hall	|	U.K.	|	Orton, Northamptonshire, England 	|	      	|	      	|	125624	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	ORTN
5588	|	OSA	|	      	|	Osaka Museum of Natural History	|	Japan	|	Nagai Park, Higashi-sumiyoshi, Osaka-shi, Osaka, 546-0034	|	      	|	      	|	125625	|	http://www.mus-nh.city.osaka.jp/english/omnh-e-home.html	|	      	|	      	|	herbarium	|	specimen_voucher	|	OSA
5589	|	FLSP	|	      	|	Oscar Scherer State Park	|	U.S.A.	|	1843 South Tamiami Trail, Osprey, Florida, 34229	|	      	|	      	|	125626	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	FLSP
5590	|	HY	|	      	|	Osmania University, Botany Department	|	India	|	Hyderabad 500 007, Andhra Pradesh 	|	      	|	      	|	125627	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	HY
5591	|	OSM	|	      	|	Ostravske muzeum	|	Czech Republic	|	Masarykovo Nmest 1, 728 41 Ostrava 	|	      	|	      	|	125628	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OSM<CZE>
5592	|	VOA	|	      	|	Ostrobothnian Museum	|	Finland	|	Museigatan 3, FIN-65100 Vaasa 	|	      	|	      	|	125629	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	VOA
5593	|	OSWY	|	      	|	Oswestry Museum	|	U.K.	|	Guildhall, Oswestry, Salop, England 	|	      	|	      	|	125630	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OSWY
5594	|	OTM	|	      	|	Otago Museum	|	New Zealand	|	Dunedin 	|	      	|	      	|	125631	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OTM<NZL>
5595	|	LAJC	|	      	|	Otero Junior College, Biology Department	|	U.S.A.	|	La Junta, Colorado, 81050	|	      	|	      	|	125632	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	LAJC
5596	|	OLE	|	      	|	Oundle School, Biology Department	|	U.K.	|	Oundle, Northamptonshire, England 	|	      	|	      	|	125633	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OLE
5597	|	LLC	|	      	|	Our Lady of the Lake University, Biology Department	|	U.S.A.	|	411 Southwest 24th Street, San Antonio, Texas, 78207-4689	|	      	|	      	|	125634	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	LLC
5598	|	HLX	|	      	|	Ovenden Naturalists' Society	|	U.K.	|	Halifax, West Yorkshire, England 	|	      	|	      	|	125635	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	HLX
5599	|	BAP	|	      	|	Oxford Botanic Garden	|	U.K.	|	High Street, Oxford, England 	|	      	|	      	|	125636	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	BAP
5600	|	DAVFP	|		|	Pacific Forestry Centre, Canadian Forest Service	|	Canada	|	506 West Burnside Road, Victoria, British Columbia, V8Z 1M5	|		|		|	125637	|	http://www.pfc.cfs.nrcan.gc.ca/biodiversity/herbarium	|	      	|		|	herbarium	|	specimen_voucher	|	DAVFP
5601	|	PSY	|	      	|	Paisley Museum	|	U.K.	|	High Street, Paisley, Scotland 	|	      	|	      	|	125644	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PSY
5602	|	PAY	|	      	|	Paisley Philosophical Institute	|	U.K.	|	Paisley, Scotland 	|	      	|	      	|	125645	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PAY
5603	|	RAW	|	      	|	Pakistan Agricultural Research Council	|	Pakistan	|	Islamabad 45500, Islamabad 	|	      	|	      	|	125646	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RAW
5604	|	PPFI	|	      	|	Pakistan Forest Institute	|	Pakistan	|	Peshawar, North-West Frontier Province 	|	      	|	      	|	125647	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PPFI
5605	|	PMNH	|	      	|	Pakistan Museum of Natural History	|	Pakistan	|	Garden Avenue, Shakarparian, Islamabad, Islamabad 	|	      	|	      	|	125648	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PMNH<PAK>
5606	|	OL	|	      	|	Palacky University, Botany Department	|	Czech Republic	|	`lechtitelu 11, 783 71 Olomouc 	|	      	|	      	|	125649	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OL
5607	|	FRP	|	      	|	Palmengarten	|	Germany	|	Siesmayerstrasse 61, D-60323 Frankfurt am Main 	|	      	|	      	|	125650	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	FRP
5608	|	SPL	|	      	|	Palynological Laboratory	|	Sweden	|	Stockholm 	|	      	|	      	|	125652	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	SPL
5609	|	KHOR	|	      	|	Pamir Biological Institute	|	Tajikistan	|	2 Kholdorov Street, Khorog 736002 	|	      	|	      	|	125653	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	KHOR
5610	|	PAN	|	      	|	Panjab University, Botany Department	|	India	|	Chandigarh 160 014, Punjab 	|	      	|	      	|	125654	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PAN
5611	|	LAE	|	      	|	Papua New Guinea Forest Research Institute	|	Papua New Guinea	|	P.O. Box 314, Lae 	|	      	|	      	|	125655	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	LAE
5612	|	PSP	|	      	|	Parasitic Seed Plants	|	U.S.A.	|	Route 1, Box 8, Sycamore Grove, Burlington, West Virginia, 26710	|	      	|	      	|	125656	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PSP
5613	|	TAN	|	      	|	Parc de Tsimbazaza, Departement Botanique	|	Madagascar	|	B.P. 4096, Antananarivo 101 	|	      	|	      	|	125657	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	TAN
5614	|	SRD	|	      	|	Passmore Edwards Museum	|	U.K.	|	Romford Road, Stratford, London E15 4LZ, England 	|	      	|	      	|	125662	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	SRD
5615	|	PM	|	      	|	Peabody Essex Museum, Natural History Department	|	U.S.A.	|	East India Square, Salem, Massachusetts, 01970-3783	|	      	|	      	|	125664	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PM
5616	|	KTC	|	      	|	Pedagogical University, Botany Department	|	Poland	|	ul. M. Konopnickiej 15, PL-25-406 Kielce 	|	      	|	      	|	125665	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	KTC
5617	|	PEY	|	      	|	Peking University, Biology Department	|	People's Republic of China	|	Beijing 100871 	|	      	|	      	|	125666	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PEY
5618	|	PNZ	|	      	|	Penlee House Museum	|	U.K.	|	Penzance, Cornwall, England 	|	      	|	      	|	125667	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PNZ
5619	|	PAM	|	      	|	Pennsylvania Department of Agriculture	|	U.S.A.	|	2301 North Cameron Street, Harrisburg, Pennsylvania, 17110-9408	|	      	|	      	|	125668	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PAM
5620	|	PAC	|	      	|	Pennsylvania State University, Biology Department	|	U.S.A.	|	208 Erwin W. Mueller Laboratory, University Park, Pennsylvania, 16802	|	      	|	      	|	125669	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PAC
5621	|	PEN	|	      	|	Penrith Museum	|	U.K.	|	Robinson's School, Middlegate, Penrith, Cumbria CA11 7PT, England 	|	      	|	      	|	125671	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PEN
5622	|	PZL	|	      	|	Penzance Library	|	U.K.	|	Morrab Gardens, Penzance, Cornwall, England 	|	      	|	      	|	125672	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PZL
5623	|	PHG	|	      	|	Peper Harow	|	U.K.	|	Godalming, Surrey, England 	|	      	|	      	|	125673	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PHG
5624	|	SSPW	|	      	|	Perivale Wood Nature Reserve	|	U.K.	|	Perivale, Greenford, London, England 	|	      	|	      	|	125674	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	SSPW
5625	|	PTH	|		|	Perth Museum and Art Gallery, Herbarium	|	U.K.	|	George Street, Perth PH1 5LB, Scotland 	|		|		|	125676	|		|	      	|	= PER	|	herbarium	|	specimen_voucher	|	PTH
5626	|	PRH	|	      	|	Perthshire Society of Natural Science	|	U.K.	|	Perth, Scotland 	|	      	|	      	|	125677	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PRH
5627	|	PFES	|	      	|	Petawawa National Forestry Institute, Canadian Forest Service	|	Canada	|	Chalk River, Ontario, K0J 1J0	|	      	|	      	|	125678	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PFES
5628	|	PBH	|	      	|	Peterborough City Museum	|	U.K.	|	Priestgate, Peterborough, Cambridgeshire, England 	|	      	|	      	|	125679	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PBH
5629	|	PZV	|	      	|	Petrozavodsk State University, Department of Botany and Plant Physiology	|	Russia	|	Lenina Avenue 33, Petrozavodsk 185640 	|	      	|	      	|	125680	|	http://www.ptz.karelia.ru/hortus/prokh	|	      	|	      	|	herbarium	|	specimen_voucher	|	PZV
5630	|	POLL	|	      	|	Pfalzmuseum fuer Naturkunde	|	Germany	|	Hermann-Schfer-Strasse 17, D-67098 Bad Drkheim 	|	      	|	      	|	125681	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	POLL
5631	|	PFC	|	      	|	Pfeiffer University, Biology Department	|	U.S.A.	|	Misenheimer, North Carolina, 28109	|	      	|	      	|	125682	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PFC
5632	|	PHA	|	      	|	Pharmaceutical Society of Great Britain	|	U.K.	|	S.E. 1, London, England 	|	      	|	      	|	125683	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PHA
5633	|	MB	|	      	|	Philipps-Universitaet, Spezielle Botanik	|	Germany	|	D-35032 Marburg 	|	      	|	      	|	125684	|	http://staff-www.uni-marburg.de/	|	      	|	      	|	herbarium	|	specimen_voucher	|	MB<DEU-Marburg>
5634	|	PIN	|	      	|	Philosophical Institution of Newport	|	U.K.	|	Newport, Isle of Wight, England 	|	      	|	      	|	125685	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PIN<GBR>
5635	|	GO	|	      	|	Philosophical Society	|	U.K.	|	Glasgow, Scotland 	|	      	|	      	|	125686	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	GO
5636	|	PSS	|	      	|	Philosophical Society of Southampton	|	U.K.	|	Southampton, Hampshire, England 	|	      	|	      	|	125687	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PSS<GBR>
5637	|	KSP	|	      	|	Pittsburg State University, Biology Department	|	U.S.A.	|	Pittsburg, Kansas, 66762-7552	|	      	|	      	|	125689	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	KSP
5638	|	AD	|	      	|	Plant Biodiversity Centre	|	Australia	|	P.O. Box 2732, Kent Town, South Australia, 5071	|	      	|	      	|	125691	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	AD
5639	|	OBPF	|	      	|	Planting Fields Arboretum State Historic Park	|	U.S.A.	|	Box 58, Oyster Bay, New York, 11771	|	      	|	      	|	125692	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	OBPF
5640	|	IRAN	|	Plant Pests and Diseases Research Institute, Botany Department	|	Iranian Research Institute of Plant Protection, Department of Botany	|	Iran	|	P.O. Box 1454, Tehran 19395 	|		|		|	125693	|		|	      	|		|	herbarium	|	specimen_voucher,culture_collection	|	IRAN
5641	|	PREM	|	      	|	Plant Protection Research Institute, Biosystematics Division, Mycology Unit	|	South Africa	|	Private Bag X134, Pretoria 0001, Gauteng Province 	|	      	|	      	|	125694	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PREM
5642	|	IPO	|	      	|	Plant Research International	|	Netherlands	|	P.O. Box 16, NL-6700 AA Wageningen 	|	      	|	      	|	125695	|	http://www.plant.wageningen-ur.nl/products	|	      	|	      	|	herbarium	|	specimen_voucher	|	IPO
5643	|	EDH	|	      	|	Plinian Society	|	U.K.	|	Edinburgh, Scotland 	|	      	|	      	|	125696	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	EDH
5644	|	PLH	|	      	|	Plymouth City Museum and Art Gallery	|	U.K.	|	Drake Circus, Plymouth, Devon, England 	|	      	|	      	|	125697	|	http://www.plymouth.gov.uk	|	      	|	      	|	herbarium	|	specimen_voucher	|	PLH
5645	|	PLY	|		|	Plymouth Institution and Athenaeum	|	U.K.	|	Derry's Cross, Plymouth, Devon, England 	|		|		|	125698	|		|	      	|		|	herbarium	|	specimen_voucher,culture_collection	|	PLY
5646	|	PMK	|	      	|	Podunajske muzeum	|	Slovakia	|	Palatnov 13, CS-945 01 Komrno 	|	      	|	      	|	125699	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PMK<SVK>
5647	|	OMP	|	      	|	Polabske muzeum v Podebradech	|	Czech Republic	|	Palackho 68, CZ-290 01 Podebrady 	|	      	|	      	|	125701	|	http://muzeum.podebrady.cz	|	      	|	      	|	herbarium	|	specimen_voucher	|	OMP
5648	|	PNL	|	      	|	Polytechnic of North London, Food and Biological Sciences Department	|	U.K.	|	Holloway, N.7, London, England 	|	      	|	      	|	125704	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PNL
5649	|	SSUC	|	      	|	Pontificia Universidad Catolica de Chile, Departamento de Ecologia	|	Chile	|	Casilla 114-D, Santiago 	|	      	|	      	|	125708	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	SSUC
5650	|	KPABG	|	      	|	Polar-Alpine Botanical Garden-Institute, Department of Flora and Vegetation	|	Russia	|	Kola Science Center, 184256 Kirovsk 6, Murmansk Region 	|	      	|	      	|	125702	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	KPABG
5651	|	HUCP	|	      	|	Pontifica Universidade Catolica do Parana, Departamento de Ciencias Biologicas	|	Brazil	|	Caixa Postal 16210, Rua Imaculada Conceio 1155, Prado Velho, 80215-901 Curitiba, Paran 	|	      	|	      	|	125706	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	HUCP
5652	|	QCA	|	      	|	Pontificia Universidad Catolica del Ecuador, Departamento de Biologia	|	Ecuador	|	Apartado 17-01-2184, Quito 	|	      	|	      	|	125709	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	QCA
5653	|	UCMM	|	      	|	Pontificia Universidad Catolica Madre y Maestra	|	Dominican Republic	|	Santiago de los Caballeros 	|	      	|	      	|	125710	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	UCMM
